Geneid	Length	1kcell	dome1	dome2
ENSDARG00000009020	3186	0	0	0
ENSDARG00000032261	2649	63	19	70
ENSDARG00000100202	946	0	0	0
ENSDARG00000043904	808	8	0	0
ENSDARG00000043902	1548	0	0	0
ENSDARG00000014057	1919	0	0	0
ENSDARG00000033489	2891	74	102	196
ENSDARG00000033138	979	6	2	10
ENSDARG00000097375	541	0	0	0
ENSDARG00000096569	742	0	0	0
ENSDARG00000029370	3338	0	0	0
ENSDARG00000003751	7634	165	82	158
ENSDARG00000019747	1369	43	48	82
ENSDARG00000034076	5667	0	0	6
ENSDARG00000015201	3179	30	40	47
ENSDARG00000043884	1660	98	110	179
ENSDARG00000021509	3969	256	180	336
ENSDARG00000010425	2812	6	4	4
ENSDARG00000043877	1503	18	6	16
ENSDARG00000095751	1383	0	2	0
ENSDARG00000090722	2367	0	0	0
ENSDARG00000010619	2455	0	0	0
ENSDARG00000063416	4986	77	110	275
ENSDARG00000087292	508	4	0	2
ENSDARG00000096547	733	0	0	0
ENSDARG00000108854	225	0	2	0
ENSDARG00000078070	1372	0	0	0
ENSDARG00000102173	1353	0	0	0
ENSDARG00000099390	2535	0	0	4
ENSDARG00000033587	1581	0	0	0
ENSDARG00000074740	1715	2	0	8
ENSDARG00000043847	867	0	2	0
ENSDARG00000025983	3719	16	14	14
ENSDARG00000108824	335	0	0	0
ENSDARG00000031540	2400	0	0	0
ENSDARG00000096551	405	0	0	0
ENSDARG00000094978	522	0	0	0
ENSDARG00000093374	4144	532	508	1045
ENSDARG00000043843	1837	3	1	9
ENSDARG00000097602	628	0	0	0
ENSDARG00000029157	4729	84	117	248
ENSDARG00000032571	2876	2	0	0
ENSDARG00000077029	3860	174	157	564
ENSDARG00000040179	1346	20	4	18
ENSDARG00000021997	2178	0	0	0
ENSDARG00000040180	2471	40	52	108
ENSDARG00000032277	4995	8	2	8
ENSDARG00000058729	1959	156	142	317
ENSDARG00000040184	5159	1118	1734	3341
ENSDARG00000011468	1527	0	0	0
ENSDARG00000043858	1827	0	0	0
ENSDARG00000043856	5735	99	172	192
ENSDARG00000043854	2563	74	72	100
ENSDARG00000005416	6966	24	4	12
ENSDARG00000078327	6049	2	0	2
ENSDARG00000058835	5268	41	5	16
ENSDARG00000096613	827	0	0	0
ENSDARG00000012467	2475	266	152	228
ENSDARG00000104103	3427	96	40	91
ENSDARG00000033134	1647	23	19	15
ENSDARG00000094486	495	0	1	1
ENSDARG00000045857	3366	396	438	741
ENSDARG00000004049	1319	19	96	252
ENSDARG00000104781	217	0	0	0
ENSDARG00000098926	216	0	0	0
ENSDARG00000100457	217	0	0	0
ENSDARG00000103728	216	0	0	0
ENSDARG00000104579	216	0	0	0
ENSDARG00000101231	217	0	0	0
ENSDARG00000098146	216	0	0	0
ENSDARG00000099893	217	0	0	0
ENSDARG00000098412	216	0	0	0
ENSDARG00000100343	217	0	0	0
ENSDARG00000098921	216	0	0	0
ENSDARG00000101148	217	0	0	0
ENSDARG00000099778	216	0	0	0
ENSDARG00000098434	215	0	0	0
ENSDARG00000103153	217	0	0	0
ENSDARG00000098939	216	0	0	0
ENSDARG00000102084	217	0	0	0
ENSDARG00000103107	216	0	0	0
ENSDARG00000099125	216	0	0	0
ENSDARG00000103839	215	0	0	0
ENSDARG00000101370	217	0	0	0
ENSDARG00000100189	216	0	0	0
ENSDARG00000101643	217	0	0	0
ENSDARG00000102373	216	0	0	0
ENSDARG00000079571	2517	68	30	40
ENSDARG00000058801	9952	200	210	296
ENSDARG00000106218	1541	6	2	11
ENSDARG00000017795	1995	0	0	0
ENSDARG00000074401	2302	84	38	127
ENSDARG00000078606	2239	6	20	30
ENSDARG00000108787	2155	0	0	0
ENSDARG00000063211	2294	50	85	124
ENSDARG00000104709	4071	66	56	88
ENSDARG00000079979	904	59	41	95
ENSDARG00000074757	2001	51	56	86
ENSDARG00000063242	3476	336	202	388
ENSDARG00000088444	1479	0	0	2
ENSDARG00000079107	1689	0	0	0
ENSDARG00000043842	5347	122	120	253
ENSDARG00000103210	246	0	0	0
ENSDARG00000103492	656	0	0	0
ENSDARG00000105277	2424	2	4	8
ENSDARG00000067725	804	0	0	0
ENSDARG00000107587	582	0	0	0
ENSDARG00000067727	5685	6	4	2
ENSDARG00000099075	1292	0	0	0
ENSDARG00000099252	1162	80	70	113
ENSDARG00000098233	5338	24	23	68
ENSDARG00000009585	4232	10	29	75
ENSDARG00000019001	2424	0	0	0
ENSDARG00000037064	2809	94	100	125
ENSDARG00000037066	1522	2	2	0
ENSDARG00000037069	1763	0	2	11
ENSDARG00000037070	921	22	14	12
ENSDARG00000092503	8935	64	28	52
ENSDARG00000092335	646	0	0	0
ENSDARG00000096608	285	0	0	0
ENSDARG00000037073	2439	50	14	30
ENSDARG00000034146	2379	134	134	320
ENSDARG00000100135	131	0	0	0
ENSDARG00000012137	2515	0	0	0
ENSDARG00000093477	1482	0	0	0
ENSDARG00000079555	3155	26	2	6
ENSDARG00000004262	4212	6	0	0
ENSDARG00000089177	1849	0	0	0
ENSDARG00000053859	2014	0	0	0
ENSDARG00000074287	4909	74	78	94
ENSDARG00000091563	2423	442	491	794
ENSDARG00000087078	135	0	0	0
ENSDARG00000062693	6312	0	0	0
ENSDARG00000084816	118	0	0	0
ENSDARG00000103771	1563	36	20	24
ENSDARG00000101572	1325	18	10	3
ENSDARG00000037195	2561	0	0	0
ENSDARG00000061040	4114	144	136	262
ENSDARG00000037191	845	0	0	0
ENSDARG00000010301	5305	314	330	577
ENSDARG00000037190	3481	0	0	0
ENSDARG00000024208	1245	0	0	0
ENSDARG00000038866	5542	102	68	86
ENSDARG00000107454	116	0	0	0
ENSDARG00000106776	308	0	0	0
ENSDARG00000037533	2320	0	0	0
ENSDARG00000037532	2666	408	84	248
ENSDARG00000037528	1597	66	14	20
ENSDARG00000095654	1265	0	0	0
ENSDARG00000031911	4746	0	19	42
ENSDARG00000095130	792	0	0	0
ENSDARG00000099144	3147	14	4	0
ENSDARG00000099351	1773	0	6	6
ENSDARG00000069026	3822	2	0	0
ENSDARG00000106674	117	0	0	0
ENSDARG00000039684	1948	30	40	38
ENSDARG00000039682	1863	2	0	4
ENSDARG00000034707	1637	0	0	0
ENSDARG00000028541	1436	2	2	4
ENSDARG00000013236	1976	30	2	14
ENSDARG00000095606	1124	0	0	0
ENSDARG00000091904	1414	0	0	0
ENSDARG00000086265	886	0	0	0
ENSDARG00000039677	5382	22	22	40
ENSDARG00000076945	5238	14	58	86
ENSDARG00000106563	117	0	0	0
ENSDARG00000039665	4955	0	0	0
ENSDARG00000074185	2309	0	0	0
ENSDARG00000059925	8698	131	145	307
ENSDARG00000046081	1021	6	0	4
ENSDARG00000093075	449	0	0	0
ENSDARG00000096556	1728	0	0	0
ENSDARG00000059933	4467	68	12	6
ENSDARG00000060641	1729	0	0	0
ENSDARG00000086874	1369	0	0	4
ENSDARG00000078072	3137	0	2	2
ENSDARG00000059939	7370	0	0	0
ENSDARG00000091901	666	0	0	0
ENSDARG00000106077	116	0	0	0
ENSDARG00000080258	102	0	0	0
ENSDARG00000093163	479	0	0	0
ENSDARG00000106167	1320	0	2	0
ENSDARG00000090503	2489	2	0	2
ENSDARG00000034693	3666	311	159	246
ENSDARG00000043687	1232	12	0	10
ENSDARG00000043684	1535	60	32	68
ENSDARG00000043680	6196	565	560	874
ENSDARG00000092174	656	0	0	0
ENSDARG00000012390	2515	59	15	31
ENSDARG00000001891	2836	0	0	0
ENSDARG00000033742	1912	2	0	4
ENSDARG00000106457	116	0	0	0
ENSDARG00000043673	3723	0	0	0
ENSDARG00000043676	619	0	0	0
ENSDARG00000002467	1774	46	32	50
ENSDARG00000033201	1201	0	0	0
ENSDARG00000037046	2029	54	66	80
ENSDARG00000021443	3021	0	0	10
ENSDARG00000009471	3790	2	2	2
ENSDARG00000037033	2330	0	0	0
ENSDARG00000091922	634	0	0	0
ENSDARG00000089556	1959	0	0	2
ENSDARG00000037038	1561	36	34	112
ENSDARG00000037040	1402	12	1	2
ENSDARG00000037042	3788	2	2	6
ENSDARG00000028354	2846	0	0	0
ENSDARG00000106028	117	0	0	0
ENSDARG00000070781	3259	0	0	0
ENSDARG00000057911	1570	0	0	0
ENSDARG00000087015	297	0	0	0
ENSDARG00000070786	4276	294	232	348
ENSDARG00000077840	3889	0	0	2
ENSDARG00000062849	3268	0	0	0
ENSDARG00000043664	1098	0	0	0
ENSDARG00000096558	1533	2	0	0
ENSDARG00000043665	892	151	66	74
ENSDARG00000097342	208	0	0	0
ENSDARG00000083738	270	0	0	0
ENSDARG00000043667	2373	0	0	2
ENSDARG00000090850	1657	0	0	0
ENSDARG00000090286	1651	0	0	0
ENSDARG00000070757	3460	0	0	2
ENSDARG00000079355	7961	0	2	0
ENSDARG00000096520	185	0	0	0
ENSDARG00000086518	1735	59	14	11
ENSDARG00000096567	725	0	0	0
ENSDARG00000106323	208	0	0	0
ENSDARG00000106465	208	0	0	0
ENSDARG00000096508	1849	0	0	2
ENSDARG00000096598	262	0	0	0
ENSDARG00000102842	118	0	0	0
ENSDARG00000100833	1626	0	0	0
ENSDARG00000099854	1233	0	0	0
ENSDARG00000105492	282	0	0	0
ENSDARG00000105143	961	0	0	0
ENSDARG00000104547	835	0	4	0
ENSDARG00000101075	1540	0	0	0
ENSDARG00000106391	919	0	0	0
ENSDARG00000100439	699	3	1	1
ENSDARG00000098779	4302	0	0	0
ENSDARG00000105910	564	0	0	0
ENSDARG00000108235	258	0	0	0
ENSDARG00000107083	820	0	0	0
ENSDARG00000109144	1628	0	0	0
ENSDARG00000092913	636	0	0	0
ENSDARG00000108378	691	0	0	0
ENSDARG00000093724	361	0	0	0
ENSDARG00000096657	724	0	0	0
ENSDARG00000096513	910	0	0	0
ENSDARG00000019300	3216	71	30	43
ENSDARG00000023002	2368	601	204	395
ENSDARG00000027017	4364	0	0	4
ENSDARG00000094659	2715	0	2	2
ENSDARG00000092853	1483	0	0	0
ENSDARG00000043466	1173	0	0	0
ENSDARG00000107291	117	0	0	0
ENSDARG00000005789	4508	16	7	18
ENSDARG00000043468	5569	0	0	0
ENSDARG00000025091	2866	580	237	424
ENSDARG00000043470	1717	2	0	0
ENSDARG00000043475	3657	0	0	0
ENSDARG00000096635	622	0	0	0
ENSDARG00000043479	3296	0	0	2
ENSDARG00000013542	3967	170	178	378
ENSDARG00000107164	116	0	0	0
ENSDARG00000005619	1993	404	160	246
ENSDARG00000005463	2996	30	44	132
ENSDARG00000096617	693	0	0	0
ENSDARG00000096663	1147	0	0	0
ENSDARG00000031600	1414	0	0	0
ENSDARG00000043485	1378	36	72	109
ENSDARG00000019253	3699	0	0	0
ENSDARG00000017188	3098	104	28	68
ENSDARG00000029511	1610	23	0	8
ENSDARG00000076070	4568	0	2	0
ENSDARG00000092376	2700	0	2	3
ENSDARG00000096609	238	0	0	0
ENSDARG00000030038	1954	20	16	62
ENSDARG00000093426	981	0	0	0
ENSDARG00000043497	2503	8	6	6
ENSDARG00000096655	1845	0	0	0
ENSDARG00000016532	6183	418	204	368
ENSDARG00000008765	1636	213	170	275
ENSDARG00000009113	1593	10	12	10
ENSDARG00000032238	3212	0	0	0
ENSDARG00000096568	301	0	0	0
ENSDARG00000082451	87	0	0	0
ENSDARG00000083042	100	0	0	0
ENSDARG00000010905	4004	16	18	34
ENSDARG00000057529	752	20	10	18
ENSDARG00000043510	2095	56	10	56
ENSDARG00000106791	117	0	0	0
ENSDARG00000021789	2495	0	0	0
ENSDARG00000057583	9151	229	268	731
ENSDARG00000043518	2836	4	1	0
ENSDARG00000016357	2319	10	0	12
ENSDARG00000043514	6113	0	0	2
ENSDARG00000043527	2342	24	12	34
ENSDARG00000043511	994	79	124	193
ENSDARG00000043531	1950	0	20	32
ENSDARG00000092758	2235	0	0	0
ENSDARG00000043536	923	18	12	13
ENSDARG00000098913	1422	0	0	0
ENSDARG00000108793	1156	0	0	0
ENSDARG00000093369	450	0	0	0
ENSDARG00000008573	2410	48	14	28
ENSDARG00000093561	736	0	5	0
ENSDARG00000026519	7284	146	110	243
ENSDARG00000012071	3683	0	0	0
ENSDARG00000019355	1055	4	2	6
ENSDARG00000007737	3637	96	70	124
ENSDARG00000016607	2070	6	8	19
ENSDARG00000093309	1839	0	0	2
ENSDARG00000090698	2025	0	0	0
ENSDARG00000096504	488	0	0	0
ENSDARG00000082538	116	0	0	0
ENSDARG00000011000	2900	1100	1190	2099
ENSDARG00000043553	2160	37	24	82
ENSDARG00000043555	1988	212	30	66
ENSDARG00000105298	99	0	0	0
ENSDARG00000043557	1239	0	0	0
ENSDARG00000096400	460	0	0	0
ENSDARG00000043561	1507	20	45	66
ENSDARG00000097045	339	0	0	2
ENSDARG00000034187	1514	0	2	4
ENSDARG00000018047	3755	136	88	130
ENSDARG00000005481	1553	0	19	36
ENSDARG00000092606	251	0	1	0
ENSDARG00000013966	1124	2	7	17
ENSDARG00000062750	4045	0	0	6
ENSDARG00000043436	810	0	0	0
ENSDARG00000101333	1953	0	0	0
ENSDARG00000018693	4853	18	58	124
ENSDARG00000103916	122	0	0	0
ENSDARG00000107285	179	0	0	0
ENSDARG00000010565	1042	6	2	0
ENSDARG00000107916	4716	0	0	0
ENSDARG00000074056	2259	0	6	4
ENSDARG00000075732	2834	26	32	32
ENSDARG00000010965	1345	62	80	178
ENSDARG00000086825	2765	0	0	0
ENSDARG00000103540	1726	2	2	0
ENSDARG00000103690	2006	28	14	18
ENSDARG00000100732	1748	0	0	0
ENSDARG00000019383	6650	596	517	860
ENSDARG00000095347	1175	0	6	8
ENSDARG00000092257	1331	0	0	0
ENSDARG00000096638	1465	0	0	0
ENSDARG00000043416	2729	18	6	2
ENSDARG00000003681	3079	418	352	472
ENSDARG00000070625	4153	22	24	30
ENSDARG00000023952	5715	2	2	2
ENSDARG00000013705	2383	120	94	156
ENSDARG00000107715	924	0	0	0
ENSDARG00000043410	2565	0	0	0
ENSDARG00000070890	2567	0	0	0
ENSDARG00000015860	1871	16	10	26
ENSDARG00000002745	2382	258	130	168
ENSDARG00000023532	1814	436	402	512
ENSDARG00000030125	2567	8	2	2
ENSDARG00000088377	12281	0	0	0
ENSDARG00000094664	324	0	0	0
ENSDARG00000007783	2827	0	0	0
ENSDARG00000043396	3230	4	0	0
ENSDARG00000085818	132	0	0	0
ENSDARG00000043394	3028	0	0	0
ENSDARG00000020284	3867	0	0	0
ENSDARG00000096511	1068	0	0	0
ENSDARG00000094026	573	0	0	0
ENSDARG00000019961	3345	30	12	29
ENSDARG00000091418	4400	150	92	140
ENSDARG00000014004	6585	78	66	163
ENSDARG00000043388	1757	0	0	0
ENSDARG00000096639	830	0	0	0
ENSDARG00000083537	84	0	0	0
ENSDARG00000082396	99	0	0	0
ENSDARG00000016138	1150	14	10	14
ENSDARG00000089549	1614	0	0	0
ENSDARG00000107172	116	0	0	0
ENSDARG00000093899	1250	0	0	0
ENSDARG00000057025	3300	0	0	0
ENSDARG00000039577	3808	2	2	6
ENSDARG00000043220	3452	0	0	0
ENSDARG00000094102	1647	0	0	0
ENSDARG00000020250	2760	0	0	0
ENSDARG00000015474	3390	322	121	174
ENSDARG00000079369	5481	2	0	28
ENSDARG00000029569	1437	29	16	20
ENSDARG00000034293	4410	536	598	1180
ENSDARG00000043243	2198	0	0	0
ENSDARG00000096560	756	0	0	0
ENSDARG00000031983	2406	0	0	0
ENSDARG00000026473	5417	0	0	0
ENSDARG00000031316	1615	0	0	6
ENSDARG00000043250	6093	78	30	26
ENSDARG00000092770	588	0	2	2
ENSDARG00000021143	3742	0	4	8
ENSDARG00000091135	1167	0	0	0
ENSDARG00000092873	483	73	66	128
ENSDARG00000009142	5013	532	502	969
ENSDARG00000043257	1971	361	672	949
ENSDARG00000017928	1690	54	12	14
ENSDARG00000005002	3094	0	0	0
ENSDARG00000032369	2554	46	16	16
ENSDARG00000094224	1243	0	0	0
ENSDARG00000096595	597	0	0	0
ENSDARG00000106109	116	0	0	0
ENSDARG00000062335	1925	79	61	107
ENSDARG00000021389	5951	38	40	74
ENSDARG00000016454	3249	6	10	20
ENSDARG00000030107	28500	132	73	148
ENSDARG00000009689	5476	52	28	32
ENSDARG00000096646	901	0	0	0
ENSDARG00000043299	987	0	0	0
ENSDARG00000011703	6571	40	6	16
ENSDARG00000097598	1935	14	14	31
ENSDARG00000096502	593	0	0	0
ENSDARG00000034600	2163	122	134	199
ENSDARG00000096539	978	0	0	0
ENSDARG00000043307	1015	15	6	5
ENSDARG00000017321	5381	2	0	6
ENSDARG00000043317	3558	11	8	7
ENSDARG00000108228	386	0	1	0
ENSDARG00000070494	6274	0	0	0
ENSDARG00000043322	1273	0	0	0
ENSDARG00000106690	605	0	0	0
ENSDARG00000043323	3415	0	8	8
ENSDARG00000043328	2824	34	7	16
ENSDARG00000040005	3142	23	27	96
ENSDARG00000093336	623	2	1	5
ENSDARG00000015611	1713	2	14	34
ENSDARG00000094247	686	0	0	0
ENSDARG00000106729	117	0	0	0
ENSDARG00000108718	1234	0	14	25
ENSDARG00000084628	137	0	0	1
ENSDARG00000103384	122	0	0	0
ENSDARG00000085485	122	0	0	2
ENSDARG00000045343	1417	22	8	12
ENSDARG00000052343	3404	5	2	2
ENSDARG00000052341	1080	14	0	15
ENSDARG00000093370	403	0	0	0
ENSDARG00000092394	3416	28	8	10
ENSDARG00000081192	115	0	0	0
ENSDARG00000052336	2855	0	0	0
ENSDARG00000052334	1682	280	142	258
ENSDARG00000040001	11529	134	80	153
ENSDARG00000096718	755	0	0	0
ENSDARG00000019706	1321	38	34	64
ENSDARG00000009131	1617	0	0	0
ENSDARG00000029388	1219	2	2	0
ENSDARG00000032114	3481	142	21	80
ENSDARG00000032237	4761	128	42	102
ENSDARG00000009074	1391	4	4	20
ENSDARG00000040009	6609	180	104	222
ENSDARG00000090836	1810	36	17	29
ENSDARG00000022350	5559	164	50	50
ENSDARG00000070470	4792	485	130	307
ENSDARG00000108421	117	0	0	0
ENSDARG00000042683	2751	0	0	0
ENSDARG00000042698	1884	0	0	0
ENSDARG00000021975	2103	64	30	50
ENSDARG00000021827	2355	198	40	54
ENSDARG00000008976	17810	202	176	298
ENSDARG00000022718	6363	391	380	526
ENSDARG00000034930	2114	0	1	0
ENSDARG00000004074	5373	15	4	3
ENSDARG00000096775	1035	0	0	0
ENSDARG00000020469	5635	554	458	798
ENSDARG00000108258	569	0	0	0
ENSDARG00000096758	903	0	0	0
ENSDARG00000097778	1148	0	0	0
ENSDARG00000097405	547	0	0	0
ENSDARG00000093707	1324	0	0	0
ENSDARG00000107427	184	0	0	0
ENSDARG00000107262	328	0	0	0
ENSDARG00000096695	279	0	0	0
ENSDARG00000004635	6423	0	0	0
ENSDARG00000106477	797	0	0	0
ENSDARG00000106952	105	0	0	0
ENSDARG00000031136	4406	0	0	2
ENSDARG00000107282	116	0	0	0
ENSDARG00000042934	2119	0	0	0
ENSDARG00000042936	2113	0	0	0
ENSDARG00000000161	5810	4	6	5
ENSDARG00000011885	1253	159	50	98
ENSDARG00000003750	5174	114	166	223
ENSDARG00000094265	2706	0	0	0
ENSDARG00000042946	4553	92	56	78
ENSDARG00000042953	1827	0	0	0
ENSDARG00000042956	1709	0	0	0
ENSDARG00000018485	2410	32	10	16
ENSDARG00000021172	1941	0	0	0
ENSDARG00000022650	2098	4	2	0
ENSDARG00000092623	1280	0	0	0
ENSDARG00000042978	2525	0	7	6
ENSDARG00000042980	2018	0	7	1
ENSDARG00000042982	1867	2	4	6
ENSDARG00000096798	379	0	0	0
ENSDARG00000022631	2331	0	0	0
ENSDARG00000042990	1670	13	1	24
ENSDARG00000094057	1573	0	0	1
ENSDARG00000095707	812	0	0	0
ENSDARG00000033539	4098	68	386	718
ENSDARG00000004517	2685	176	162	304
ENSDARG00000043004	2667	196	65	116
ENSDARG00000096788	518	0	0	0
ENSDARG00000022730	3930	18	18	20
ENSDARG00000011602	5347	2	2	2
ENSDARG00000097729	1280	2	4	0
ENSDARG00000002991	4743	188	44	102
ENSDARG00000043011	1707	34	14	26
ENSDARG00000043019	8664	194	208	363
ENSDARG00000003977	3215	8	2	0
ENSDARG00000011445	3961	78	10	28
ENSDARG00000016745	2159	376	304	491
ENSDARG00000043026	5277	70	78	120
ENSDARG00000010831	901	56	51	54
ENSDARG00000091947	8432	134	2	12
ENSDARG00000043035	2994	0	0	0
ENSDARG00000056089	3732	529	186	248
ENSDARG00000056092	3195	0	0	2
ENSDARG00000056099	957	90	92	118
ENSDARG00000056121	2769	76	2	6
ENSDARG00000097701	1828	2	2	4
ENSDARG00000056125	1390	0	0	0
ENSDARG00000009499	27054	0	0	0
ENSDARG00000083421	121	0	0	0
ENSDARG00000108590	116	0	0	0
ENSDARG00000004111	3587	0	2	0
ENSDARG00000055676	1861	113	59	79
ENSDARG00000028086	3953	144	100	170
ENSDARG00000055678	6789	6	3933	5643
ENSDARG00000042221	6242	2	0	2
ENSDARG00000042231	1368	0	0	2
ENSDARG00000029290	1556	0	14	18
ENSDARG00000055365	2247	0	4	4
ENSDARG00000055374	3185	0	4	2
ENSDARG00000055610	3194	112	98	210
ENSDARG00000108707	116	0	0	0
ENSDARG00000055395	1463	6	4	14
ENSDARG00000070389	2027	0	0	4
ENSDARG00000055398	1955	2	0	0
ENSDARG00000026629	3313	60	70	84
ENSDARG00000055412	7572	25	18	24
ENSDARG00000055416	3025	2	2	4
ENSDARG00000095125	1683	6	7	4
ENSDARG00000055431	1155	0	0	0
ENSDARG00000055426	1511	41	35	47
ENSDARG00000070396	1959	0	0	0
ENSDARG00000093972	3794	0	0	0
ENSDARG00000055436	3393	17	7	6
ENSDARG00000042319	3044	194	172	198
ENSDARG00000042322	4764	14	58	110
ENSDARG00000095639	347	0	0	0
ENSDARG00000028664	1879	0	3	0
ENSDARG00000004581	4360	338	368	524
ENSDARG00000091633	3110	0	0	0
ENSDARG00000008829	1740	2	2	2
ENSDARG00000013056	4977	0	18	11
ENSDARG00000099570	126	0	0	0
ENSDARG00000042341	1949	262	120	200
ENSDARG00000042345	611	12	20	24
ENSDARG00000005536	2123	238	144	238
ENSDARG00000003069	3912	87	29	55
ENSDARG00000095793	973	0	0	0
ENSDARG00000095893	1443	0	0	0
ENSDARG00000077377	4459	31	10	32
ENSDARG00000003797	4120	0	0	0
ENSDARG00000096709	1677	7	1	6
ENSDARG00000010407	4512	18	24	30
ENSDARG00000096748	3039	0	0	0
ENSDARG00000106712	116	0	0	0
ENSDARG00000005924	2765	32	20	32
ENSDARG00000021345	1957	0	0	0
ENSDARG00000013292	1154	0	0	0
ENSDARG00000083357	85	0	0	0
ENSDARG00000096759	368	0	0	0
ENSDARG00000096743	958	1	2	0
ENSDARG00000042368	8976	4	4	6
ENSDARG00000107274	170	0	0	0
ENSDARG00000018266	4017	4	0	0
ENSDARG00000096703	1964	0	2	0
ENSDARG00000042383	1639	0	0	0
ENSDARG00000023040	4742	233	10	6
ENSDARG00000070423	1214	0	0	3
ENSDARG00000107960	488	0	0	0
ENSDARG00000061963	3354	530	648	960
ENSDARG00000093696	441	0	0	0
ENSDARG00000042390	1615	0	0	0
ENSDARG00000096732	1225	0	0	0
ENSDARG00000096768	234	0	0	0
ENSDARG00000070425	3170	6	0	2
ENSDARG00000070426	1705	180	40	120
ENSDARG00000070432	6106	200	26	42
ENSDARG00000070433	3544	176	26	52
ENSDARG00000070434	1933	22	212	296
ENSDARG00000038348	3096	18	14	18
ENSDARG00000078652	3428	55	29	108
ENSDARG00000081566	118	0	0	0
ENSDARG00000105192	1277	95	69	123
ENSDARG00000025309	1595	4	0	0
ENSDARG00000109042	116	0	0	0
ENSDARG00000015627	5341	0	0	2
ENSDARG00000094475	472	0	0	0
ENSDARG00000096790	855	0	0	0
ENSDARG00000020134	8488	77	54	126
ENSDARG00000109107	117	0	0	0
ENSDARG00000026484	1958	8	6	8
ENSDARG00000027916	2338	62	74	194
ENSDARG00000024844	4379	654	559	834
ENSDARG00000095266	969	0	0	0
ENSDARG00000030588	1456	0	0	0
ENSDARG00000027734	4709	104	124	197
ENSDARG00000030116	4981	40	106	198
ENSDARG00000042510	1425	8	4	4
ENSDARG00000042513	1356	0	0	0
ENSDARG00000042515	1782	10	7	2
ENSDARG00000106541	502	0	0	0
ENSDARG00000010785	7252	0	0	0
ENSDARG00000042522	1962	102	50	46
ENSDARG00000012144	2078	204	82	123
ENSDARG00000069598	1507	0	0	0
ENSDARG00000002894	2401	112	110	166
ENSDARG00000071331	16437	0	2	2
ENSDARG00000107014	233	0	0	0
ENSDARG00000011975	4319	4	4	8
ENSDARG00000029546	1297	2	0	0
ENSDARG00000032126	1153	0	0	0
ENSDARG00000042535	1552	0	0	2
ENSDARG00000020711	2457	180	96	66
ENSDARG00000083256	136	0	0	0
ENSDARG00000030844	2061	88	14	24
ENSDARG00000028937	5328	82	16	40
ENSDARG00000106719	161	0	0	0
ENSDARG00000042539	1959	701	605	842
ENSDARG00000093093	3716	40	54	86
ENSDARG00000027649	2913	194	202	306
ENSDARG00000019564	4876	0	12	22
ENSDARG00000008119	1923	58	28	62
ENSDARG00000097857	367	0	0	0
ENSDARG00000096734	809	2	0	0
ENSDARG00000042551	2867	110	34	74
ENSDARG00000017338	10006	4	0	8
ENSDARG00000029544	1464	0	0	0
ENSDARG00000042557	2808	42	10	19
ENSDARG00000096489	3455	0	0	2
ENSDARG00000095743	2699	369	464	486
ENSDARG00000024870	1750	0	0	0
ENSDARG00000107440	634	0	1	0
ENSDARG00000107776	1798	0	0	0
ENSDARG00000042562	2200	0	0	0
ENSDARG00000042566	688	168	356	595
ENSDARG00000083400	221	0	0	2
ENSDARG00000082242	221	0	1	1
ENSDARG00000080823	220	0	4	10
ENSDARG00000083108	221	0	0	0
ENSDARG00000042571	1959	112	4	14
ENSDARG00000008209	4144	0	0	0
ENSDARG00000003058	2290	12	7	15
ENSDARG00000087474	1231	4	10	4
ENSDARG00000042623	3474	288	167	324
ENSDARG00000042627	7137	45	71	173
ENSDARG00000042630	1682	68	55	171
ENSDARG00000017532	2293	0	0	0
ENSDARG00000097384	728	0	0	0
ENSDARG00000007127	1977	64	90	126
ENSDARG00000042642	2578	300	253	382
ENSDARG00000042644	1216	112	100	202
ENSDARG00000108027	939	0	0	2
ENSDARG00000002847	6214	13	6	22
ENSDARG00000100848	131	0	0	0
ENSDARG00000089110	614	0	0	0
ENSDARG00000030832	7224	19	2	2
ENSDARG00000009001	2058	314	342	636
ENSDARG00000022763	2167	51	40	62
ENSDARG00000022767	12852	0	0	2
ENSDARG00000015869	4408	2	8	8
ENSDARG00000006044	2904	48	6	6
ENSDARG00000105962	117	0	0	0
ENSDARG00000007179	9005	342	220	422
ENSDARG00000092900	742	0	24	29
ENSDARG00000002656	7757	10	8	3
ENSDARG00000005595	5538	18	22	12
ENSDARG00000029036	2501	199	135	230
ENSDARG00000026796	5052	7	2	0
ENSDARG00000013628	3732	84	88	132
ENSDARG00000002826	1909	180	40	51
ENSDARG00000020693	4992	72	36	94
ENSDARG00000094668	1261	0	11	9
ENSDARG00000022660	5802	8	2	10
ENSDARG00000096751	678	0	0	0
ENSDARG00000096677	498	0	0	0
ENSDARG00000042904	4540	14	27	40
ENSDARG00000042902	1871	38	17	30
ENSDARG00000008678	1974	198	230	306
ENSDARG00000017107	2710	0	0	0
ENSDARG00000108338	117	0	0	0
ENSDARG00000092863	642	0	0	0
ENSDARG00000069808	4472	28	8	38
ENSDARG00000074305	1315	2	2	0
ENSDARG00000017740	4664	188	250	337
ENSDARG00000017266	2128	36	12	24
ENSDARG00000108566	117	0	0	0
ENSDARG00000093660	1626	2	0	0
ENSDARG00000092390	1398	0	0	2
ENSDARG00000096802	781	0	0	0
ENSDARG00000018921	1944	26	32	40
ENSDARG00000008593	10110	135	46	95
